Name;Description;Geometry;id;nom;lat;lon;n_rue;rue;ville;cp;date_creation;date_modification;tempsdecollecte;poidsmax;instructions;geo_point_2d
10015;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31614</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>10015</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.1706</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.7336</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>62</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE BASSE-VOYE</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>DOISCHE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5680</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:02:16</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue Basse Voye (place communale)</td></tr></table></center>;"{""coordinates"": [4.7336, 50.1706], ""type"": ""Point""}";31614;10015;50.1706;4.7336;62;RUE BASSE-VOYE;DOISCHE;5680;2014-06-25 15:02:16;2015-08-21 09:57:21;300;900;Rue Basse Voye (place communale);50.1706,4.7336
24079;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>32312</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>24079</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.437</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.66592</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>AVENUE DES FAUVETTES</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>JEMEPPE-SUR-SAMBRE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5190</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:02:55</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Avenue des Fauvettes</td></tr></table></center>;"{""coordinates"": [4.66592, 50.437], ""type"": ""Point""}";32312;24079;50.437;4.66592;;AVENUE DES FAUVETTES;JEMEPPE-SUR-SAMBRE;5190;2014-06-25 15:02:55;2015-08-21 09:57:21;300;900;Avenue des Fauvettes;50.437,4.66592
4024;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31523</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>4024</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.1331</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>5.04362</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DE NAMPOIS</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>BEAURAING</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5572</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:02:11</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue de Nampois (Place)</td></tr></table></center>;"{""coordinates"": [5.04362, 50.1331], ""type"": ""Point""}";31523;4024;50.1331;5.04362;;RUE DE NAMPOIS;BEAURAING;5572;2014-06-25 15:02:11;2015-08-21 09:57:21;300;900;Rue de Nampois (Place);50.1331,5.04362
2029;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31616</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>2029</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.3181</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.85366</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DE LA MOLIGNÉE</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>ANHÉE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5537</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:02:16</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Parc à conteneurs ( Route de la Molignée)</td></tr></table></center>;"{""coordinates"": [4.85366, 50.3181], ""type"": ""Point""}";31616;2029;50.3181;4.85366;;RUE DE LA MOLIGNÉE;ANHÉE;5537;2014-06-25 15:02:16;2015-08-21 09:57:21;300;900;Parc à conteneurs ( Route de la Molignée);50.3181,4.85366
18037;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>32315</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>18037</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4335</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>5.0711</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DES HAUTES ARCHES</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>GESVES</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5340</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:02:55</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2019-12-12 11:18:09</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>30</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue de Chaumont (Rue de Haut-Bois)</td></tr></table></center>;"{""coordinates"": [5.0711, 50.4335], ""type"": ""Point""}";32315;18037;50.4335;5.0711;;RUE DES HAUTES ARCHES;GESVES;5340;2014-06-25 15:02:55;2019-12-12 11:18:09;30;900;Rue de Chaumont (Rue de Haut-Bois);50.4335,5.0711
24048;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31526</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>24048</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4655</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.69208</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>28</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DE JEMEPPE</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>JEMEPPE-SUR-SAMBRE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5190</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:02:11</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue de Jemeppe</td></tr></table></center>;"{""coordinates"": [4.69208, 50.4655], ""type"": ""Point""}";31526;24048;50.4655;4.69208;28;RUE DE JEMEPPE;JEMEPPE-SUR-SAMBRE;5190;2014-06-25 15:02:11;2015-08-21 09:57:21;300;900;Rue de Jemeppe;50.4655,4.69208
21014;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31625</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>21014</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.3542</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>5.33171</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>CHEMIN DES GRANDS GENÊTS</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>HAVELANGE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5372</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:02:16</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Parc à conteneurs (Route de Durbuy)</td></tr></table></center>;"{""coordinates"": [5.33171, 50.3542], ""type"": ""Point""}";31625;21014;50.3542;5.33171;;CHEMIN DES GRANDS GENÊTS;HAVELANGE;5372;2014-06-25 15:02:16;2015-08-21 09:57:21;300;900;Parc à conteneurs (Route de Durbuy);50.3542,5.33171
18038;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>32316</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>18038</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4335</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>5.0711</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DES HAUTES ARCHES</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>GESVES</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5340</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:02:56</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2019-12-12 11:18:23</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>30</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue de Chaumont (Rue de Haut-Bois)</td></tr></table></center>;"{""coordinates"": [5.0711, 50.4335], ""type"": ""Point""}";32316;18038;50.4335;5.0711;;RUE DES HAUTES ARCHES;GESVES;5340;2014-06-25 15:02:56;2019-12-12 11:18:23;30;900;Rue de Chaumont (Rue de Haut-Bois);50.4335,5.0711
13022;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31528</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>13022</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4307</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.73718</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DES ROCHES</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>FLOREFFE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5150</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:02:11</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Place des Roches</td></tr></table></center>;"{""coordinates"": [4.73718, 50.4307], ""type"": ""Point""}";31528;13022;50.4307;4.73718;;RUE DES ROCHES;FLOREFFE;5150;2014-06-25 15:02:11;2015-08-21 09:57:21;300;900;Place des Roches;50.4307,4.73718
14035;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31628</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>14035</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.2672</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.56867</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>FLORENNES</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5621</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:02:16</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Parc à conteneurs (Rue Fort Jaco)</td></tr></table></center>;"{""coordinates"": [4.56867, 50.2672], ""type"": ""Point""}";31628;14035;50.2672;4.56867;;;FLORENNES;5621;2014-06-25 15:02:16;2015-08-21 09:57:21;300;900;Parc à conteneurs (Rue Fort Jaco);50.2672,4.56867
1103;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>32318</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>1103</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4708</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.98822</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>29</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DU ROI CHEVALIER</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>ANDENNE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5300</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:02:56</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue du Roi Chevalier</td></tr></table></center>;"{""coordinates"": [4.98822, 50.4708], ""type"": ""Point""}";32318;1103;50.4708;4.98822;29;RUE DU ROI CHEVALIER;ANDENNE;5300;2014-06-25 15:02:56;2015-08-21 09:57:21;300;900;Rue du Roi Chevalier;50.4708,4.98822
13023;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31529</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>13023</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4361</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.76318</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>8</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DU CORIAT</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>FLOREFFE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5150</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:02:11</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue du Coriat</td></tr></table></center>;"{""coordinates"": [4.76318, 50.4361], ""type"": ""Point""}";31529;13023;50.4361;4.76318;8;RUE DU CORIAT;FLOREFFE;5150;2014-06-25 15:02:11;2015-08-21 09:57:21;300;900;Rue du Coriat;50.4361,4.76318
26030;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31634</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>26030</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.3039</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.64537</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>15</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DE SAINT-DONAT</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>METTET</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5640</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:02:17</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Parc à conteneurs (Rue Somtet)</td></tr></table></center>;"{""coordinates"": [4.64537, 50.3039], ""type"": ""Point""}";31634;26030;50.3039;4.64537;15;RUE DE SAINT-DONAT;METTET;5640;2014-06-25 15:02:17;2015-08-21 09:57:21;300;900;Parc à conteneurs (Rue Somtet);50.3039,4.64537
37039;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>32321</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>37039</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>49.841</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.97096</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>8</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DOCTEUR THÉODULE DELOGNE</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>VRESSE-SUR-SEMOIS</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5550</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:02:56</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue Docteur Théodule Delogne (Salle des Fêtes)</td></tr></table></center>;"{""coordinates"": [4.97096, 49.841], ""type"": ""Point""}";32321;37039;49.841;4.97096;8;RUE DOCTEUR THÉODULE DELOGNE;VRESSE-SUR-SEMOIS;5550;2014-06-25 15:02:56;2015-08-21 09:57:21;300;900;Rue Docteur Théodule Delogne (Salle des Fêtes);49.841,4.97096
1057;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31533</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>1057</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4773</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>5.09958</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>174</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>CHAUSSÉE DE CINEY</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>ANDENNE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5300</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:02:11</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2018-08-30 02:14:59</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Chaussée de Ciney (Place d\'Hautebise)</td></tr></table></center>;"{""coordinates"": [5.09958, 50.4773], ""type"": ""Point""}";31533;1057;50.4773;5.09958;174;CHAUSSÉE DE CINEY;ANDENNE;5300;2014-06-25 15:02:11;2018-08-30 02:14:59;300;900;Chaussée de Ciney (Place d\'Hautebise);50.4773,5.09958
26031;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31635</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>26031</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.3039</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.64535</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>15</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DE SAINT-DONAT</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>METTET</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5640</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:02:17</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Parc à conteneurs (Rue Somtet)</td></tr></table></center>;"{""coordinates"": [4.64535, 50.3039], ""type"": ""Point""}";31635;26031;50.3039;4.64535;15;RUE DE SAINT-DONAT;METTET;5640;2014-06-25 15:02:17;2015-08-21 09:57:21;300;900;Parc à conteneurs (Rue Somtet);50.3039,4.64535
37040;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>32322</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>37040</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>49.8538</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.96182</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>3</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DE BERTRAND FONTAINE</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>VRESSE-SUR-SEMOIS</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5550</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:02:56</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue de Bertrand Fontaine (Cimetière)</td></tr></table></center>;"{""coordinates"": [4.96182, 49.8538], ""type"": ""Point""}";32322;37040;49.8538;4.96182;3;RUE DE BERTRAND FONTAINE;VRESSE-SUR-SEMOIS;5550;2014-06-25 15:02:56;2015-08-21 09:57:21;300;900;Rue de Bertrand Fontaine (Cimetière);49.8538,4.96182
1058;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31534</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>1058</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.4772</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>5.09956</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>174</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>CHAUSSÉE DE CINEY</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>ANDENNE</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5300</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:02:12</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2018-08-30 02:14:59</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Chaussée de Ciney (Place d\'Hautebise)</td></tr></table></center>;"{""coordinates"": [5.09956, 50.4772], ""type"": ""Point""}";31534;1058;50.4772;5.09956;174;CHAUSSÉE DE CINEY;ANDENNE;5300;2014-06-25 15:02:12;2018-08-30 02:14:59;300;900;Chaussée de Ciney (Place d\'Hautebise);50.4772,5.09956
8040;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>31637</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>8040</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>50.0733</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.51213</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td></td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DU LION</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>COUVIN</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5660</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:02:17</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Parc à conteneurs (Rue Lion)</td></tr></table></center>;"{""coordinates"": [4.51213, 50.0733], ""type"": ""Point""}";31637;8040;50.0733;4.51213;;RUE DU LION;COUVIN;5660;2014-06-25 15:02:17;2015-08-21 09:57:21;300;900;Parc à conteneurs (Rue Lion);50.0733,4.51213
37041;<center><table><tr bgcolor='#E3E3F3'><th>Id</th><td>32323</td></tr><tr bgcolor='#E3E3F3'><th>Nom</th><td>37041</td></tr><tr bgcolor='#E3E3F3'><th>Lat.</th><td>49.8538</td></tr><tr bgcolor='#E3E3F3'><th>Lon.</th><td>4.96182</td></tr><tr bgcolor='#E3E3F3'><th>N° rue</th><td>3</td></tr><tr bgcolor='#E3E3F3'><th>Rue</th><td>RUE DE BERTRAND FONTAINE</td></tr><tr bgcolor='#E3E3F3'><th>Commune</th><td>VRESSE-SUR-SEMOIS</td></tr><tr bgcolor='#E3E3F3'><th>Code postal</th><td>5550</td></tr><tr bgcolor='#E3E3F3'><th>Date création</th><td>2014-06-25 15:02:56</td></tr><tr bgcolor='#E3E3F3'><th>Date modification</th><td>2015-08-21 09:57:21</td></tr><tr bgcolor='#E3E3F3'><th>Temps de collecte</th><td>300</td></tr><tr bgcolor='#E3E3F3'><th>Poids max</th><td>900</td></tr><tr bgcolor='#E3E3F3'><th>Instructions</th><td>Rue de Bertrand Fontaine (Cimetière)</td></tr></table></center>;"{""coordinates"": [4.96182, 49.8538], ""type"": ""Point""}";32323;37041;49.8538;4.96182;3;RUE DE BERTRAND FONTAINE;VRESSE-SUR-SEMOIS;5550;2014-06-25 15:02:56;2015-08-21 09:57:21;300;900;Rue de Bertrand Fontaine (Cimetière);49.8538,4.96182
